province,location,elev_m,jan_2_5_C,jan_1_C,jul_2_5_dry_C,jul_2_5_wet_C,degree_days_below_18,rain_15min_mm,one_day_rain_1_50_mm,annual_rain_mm,moisture_index,ann_total_ppn_mm,driving_rain_pressure_Pa,Ss_kPa,Sr_kPa,q_1_10_kPa,q_1_50_kPa,name_ok
Quebec,Baie-Comeau,60,-27,-29,25,19,6020,16,91,680,1.0,1000,220,4.3,0.4,0.39,0.5,True
Quebec,Baie-Saint-Paul,20,-27,-29,28,21,5280,18,102,730,0.9,1000,180,3.4,0.6,0.37,0.48,True
Quebec,Beauport,45,-26,-29,28,22,5100,20,107,980,1.1,1200,200,3.4,0.6,0.33,0.42,True
Quebec,Bedford,55,-24,-26,29,23,4420,23,91,880,1.0,1260,160,2.1,0.4,0.29,0.37,True
Quebec,Beloeil,25,-24,-26,30,23,4500,23,91,840,1.0,1025,180,2.4,0.4,0.29,0.37,True
Quebec,Brome,210,-25,-27,29,23,4730,23,96,990,1.1,1240,160,2.5,0.4,0.29,0.37,True
Quebec,Brossard,15,-24,-26,30,23,4420,23,91,800,0.9,1025,180,2.4,0.4,0.34,0.44,True
Quebec,Buckingham,130,-26,-28,30,23,4880,23,91,810,0.9,990,160,2.6,0.4,0.31,0.4,True
Quebec,Campbell's Bay,115,-28,-30,30,23,4900,23,96,700,0.8,850,140,2.6,0.4,0.25,0.32,True
Quebec,Chambly,20,-24,-26,30,23,4450,23,91,850,1.0,1000,160,2.3,0.4,0.31,0.4,True
Quebec,Coaticook,295,-25,-27,28,22,4750,23,96,860,1.0,1060,160,2.3,0.6,0.27,0.35,True
Quebec,Contrecoeur,10,-25,-27,30,23,4500,20,102,810,0.9,1000,180,2.8,0.4,0.34,0.43,True
Quebec,Cowansville,120,-25,-27,29,23,4540,23,91,940,1.0,1150,160,2.3,0.4,0.29,0.37,True
Quebec,Deux-Montagnes,25,-25,-27,29,23,4440,23,96,820,0.9,1025,160,2.4,0.4,0.29,0.37,True
Quebec,Dolbeau,120,-32,-34,28,22,6250,22,91,670,0.9,900,140,3.5,0.3,0.27,0.35,True
Quebec,Drummondville,85,-26,-28,30,23,4700,22,107,870,1.0,1075,180,2.5,0.4,0.27,0.35,True
Quebec,Farnham,60,-24,-26,29,23,4500,23,96,910,1.0,1050,180,2.5,0.4,0.29,0.37,True
Quebec,Fort-Coulonge,110,-28,-30,30,23,4950,23,96,720,0.9,900,100,2.5,0.4,0.25,0.32,True
Quebec,Gagnon,545,-34,-36,24,19,7600,17,80,580,0.9,925,140,4.6,0.4,0.3,0.39,True
Quebec,Gaspe,55,-25,-26,26,20,5500,19,118,760,1.0,1100,300,4.3,0.6,0.37,0.48,True
Quebec,Gatineau,95,-25,-28,30,23,4600,23,91,790,0.9,950,160,2.5,0.4,0.32,0.41,True
Quebec,Gracefield,175,-28,-31,30,23,5080,23,96,700,0.9,950,140,2.6,0.4,0.25,0.32,True
Quebec,Granby,120,-25,-27,29,23,4500,23,102,940,1.0,1175,160,2.3,0.4,0.27,0.35,True
Quebec,Harrington Harbour,30,-27,-29,19,16,6150,15,96,900,1.2,1150,300,4.9,0.6,0.56,0.72,True
Quebec,Havre-Saint-Pierre,5,-27,-29,22,18,6100,15,96,780,1.1,1125,300,4.1,0.6,0.49,0.63,True
Quebec,Hemmingford,75,-24,-26,30,23,4380,23,91,770,0.9,1025,160,2.4,0.4,0.31,0.4,True
Quebec,Hull,65,-25,-28,30,23,4550,23,91,730,0.8,900,160,2.4,0.4,0.32,0.41,True
Quebec,Iberville,35,-24,-26,29,23,4450,23,91,880,1.0,1010,160,2.2,0.4,0.32,0.41,True
Quebec,Inukjuak,5,-36,-38,21,15,9150,9,54,270,0.9,420,240,4.1,0.2,0.37,0.48,True
Quebec,Joliette,45,-26,-28,29,23,4720,21,102,790,0.9,1000,160,3.1,0.4,0.28,0.36,True
Quebec,Kuujjuaq,25,-37,-39,24,17,8550,9,54,280,0.8,525,260,4.8,0.2,0.47,0.6,True
Quebec,Kuujjuarapik,20,-36,-38,25,17,7990,12,80,410,0.9,610,180,4.2,0.3,0.37,0.48,True
Quebec,Lachute,65,-26,-28,29,23,4640,23,96,910,1.0,1075,160,2.4,0.4,0.31,0.4,True
Quebec,Lac-Megantic,420,-27,-29,27,22,5180,23,91,790,0.9,1025,160,3.2,0.6,0.27,0.35,True
Quebec,La Malbaie,25,-26,-28,28,21,5400,18,102,640,0.8,900,180,3.1,0.6,0.37,0.48,True
Quebec,La Pocatiere,55,-24,-26,28,22,5160,18,102,675,0.9,965,180,3.2,0.6,0.39,0.5,True
Quebec,La Tuque,165,-30,-32,29,22,5500,23,96,720,0.9,930,160,3.4,0.4,0.27,0.35,True
Quebec,Lennoxville,155,-28,-30,29,22,4700,23,96,850,1.0,1100,160,2.1,0.6,0.25,0.32,True
Quebec,Lery,30,-24,-26,29,23,4420,23,91,800,0.9,950,180,2.3,0.4,0.33,0.42,True
Quebec,Loretteville,100,-26,-29,28,22,5200,20,102,980,1.1,1225,200,3.7,0.6,0.32,0.41,True
Quebec,Louiseville,15,-25,-28,29,23,4900,20,102,800,0.9,1025,160,2.9,0.4,0.34,0.43,True
Quebec,Magog,215,-26,-28,29,23,4730,23,96,860,1.0,1125,160,2.3,0.4,0.27,0.35,True
Quebec,Malartic,325,-33,-36,29,21,6200,20,86,640,0.8,900,100,3.3,0.3,0.25,0.32,True
Quebec,Maniwaki,180,-30,-32,29,22,5280,23,96,700,0.9,900,100,2.4,0.4,0.24,0.31,True
Quebec,Masson,50,-26,-28,30,23,4610,23,91,790,0.9,975,160,2.4,0.4,0.31,0.4,True
Quebec,Matane,5,-24,-26,24,20,5510,18,91,640,0.9,1050,220,3.7,0.4,0.43,0.55,True
Quebec,Mont-Joli,90,-24,-26,26,21,5370,18,91,610,0.8,920,220,4.1,0.4,0.41,0.52,True
Quebec,Mont-Laurier,225,-29,-32,29,22,5320,24,102,790,0.9,1000,160,2.6,0.4,0.23,0.3,True
Quebec,Montmagny,10,-25,-28,28,22,5090,20,102,880,1.0,1090,180,2.9,0.6,0.37,0.47,True
Quebec,Beaconsfield,25,-24,-26,30,23,4440,23,91,780,0.9,950,180,2.3,0.4,0.33,0.42,True
Quebec,Dorval,25,-24,-26,30,23,4400,23,91,760,0.9,940,180,2.4,0.4,0.34,0.44,True
Quebec,Laval,35,-24,-26,29,23,4500,23,96,830,0.9,1025,160,2.6,0.4,0.33,0.42,True
Quebec,Montreal (City Hall),20,-23,-26,30,23,4200,23,96,830,0.93,1025,180,2.6,0.4,0.34,0.44,True
Quebec,Montreal-Est,25,-23,-26,30,23,4470,23,96,830,0.93,1025,180,2.7,0.4,0.34,0.44,True
Quebec,Montreal-Nord,20,-24,-26,30,23,4470,23,96,830,0.93,1025,160,2.6,0.4,0.33,0.42,True
Quebec,Outremont,105,-23,-26,30,23,4300,23,96,820,0.91,1025,180,2.8,0.4,0.34,0.44,True
Quebec,Pierrefonds,25,-24,-26,30,23,4430,23,96,800,0.9,960,180,2.4,0.4,0.33,0.42,True
Quebec,Sainte-Anne-de-,35,-24,-26,29,23,4460,23,96,780,0.9,960,180,2.3,0.4,0.33,0.42,False
Quebec,Saint-Lambert,15,-23,-26,30,23,4400,23,96,810,0.91,1050,160,2.5,0.4,0.34,0.44,True
Quebec,Saint-Laurent,45,-23,-26,30,23,4270,23,96,790,0.89,950,160,2.5,0.4,0.34,0.44,True
Quebec,Verdun,20,-23,-26,30,23,4200,23,91,780,0.9,1025,180,2.5,0.4,0.34,0.44,True
Quebec,Nicolet (Gentilly),15,-25,-28,29,23,4900,20,107,860,1.0,1025,160,2.8,0.4,0.33,0.42,True
Quebec,Nitchequon,545,-39,-41,23,19,8100,15,70,500,0.9,825,140,3.5,0.3,0.29,0.37,True
Quebec,Noranda,305,-33,-36,29,21,6050,20,91,650,0.8,875,100,3.2,0.3,0.27,0.35,True
Quebec,Perce,5,-21,-24,25,19,5400,16,107,1000,1.2,1300,300,3.8,0.6,0.49,0.63,True
Quebec,Pincourt,25,-24,-26,29,23,4480,23,96,780,0.9,950,180,2.3,0.4,0.33,0.42,True
Quebec,Plessisville,145,-26,-28,29,23,5100,21,107,890,1.0,1150,180,2.8,0.6,0.27,0.35,True
Quebec,Port-Cartier,20,-28,-30,25,19,6060,15,106,730,1.0,1125,300,4.1,0.4,0.42,0.54,True
Quebec,Puvirnituq,5,-36,-38,23,16,9200,7,54,210,0.9,375,240,4.5,0.2,0.47,0.6,True
Quebec,Ancienne-Lorette,35,-25,-28,28,23,5130,20,102,940,1.1,1200,200,3.4,0.6,0.32,0.41,True
Quebec,Levis,50,-25,-28,28,22,5050,20,107,920,1.0,1200,160,3.3,0.6,0.32,0.41,True
Quebec,Quebec,120,-25,-28,28,22,5080,20,107,925,1.0,1210,200,3.6,0.6,0.32,0.41,True
Quebec,Sainte-Foy,115,-25,-28,28,23,5100,20,107,940,1.1,1200,180,3.7,0.6,0.32,0.41,True
Quebec,Sillery,10,-25,-28,28,23,5070,20,107,930,1.1,1200,200,3.1,0.6,0.32,0.41,True
Quebec,Richmond,150,-25,-27,29,22,4700,23,96,870,1.0,1060,160,2.4,0.6,0.25,0.32,True
Quebec,Rimouski,30,-25,-27,26,20,5300,18,91,640,0.8,890,200,3.8,0.4,0.41,0.52,True
Quebec,Riviere-du-Loup,55,-25,-27,26,21,5380,18,91,660,0.8,900,180,3.5,0.6,0.39,0.5,True
Quebec,Roberval,100,-31,-33,28,21,5750,22,91,590,0.8,910,140,3.5,0.3,0.27,0.35,True
Quebec,Rock Island,160,-25,-27,29,23,4850,23,91,900,1.0,1125,160,2.0,0.4,0.27,0.35,True
Quebec,Rosemere,25,-24,-26,29,23,4550,23,96,840,1.0,1050,160,2.6,0.4,0.31,0.4,True
Quebec,Rouyn,300,-33,-36,29,21,6050,20,91,650,0.8,900,100,3.1,0.3,0.27,0.35,True
Quebec,Saguenay,10,-30,-32,28,22,5700,18,86,710,0.9,975,140,2.7,0.4,0.28,0.36,True
Quebec,Saguenay (Bagotville),5,-31,-33,28,21,5700,18,86,690,0.9,925,160,2.7,0.4,0.3,0.38,True
Quebec,Saguenay (Jonquiere),135,-30,-32,28,22,5650,18,86,710,0.9,925,160,3.1,0.4,0.27,0.35,True
Quebec,Saguenay (Kenogami),140,-30,-32,28,22,5650,18,86,690,0.9,925,160,3.1,0.4,0.27,0.35,True
Quebec,Sainte-Agathe-,360,-28,-30,28,22,5390,23,96,820,1.0,1170,140,3.4,0.4,0.27,0.35,False
Quebec,Saint-Eustache,35,-25,-27,29,23,4500,23,96,820,0.9,1025,160,2.4,0.4,0.29,0.37,True
Quebec,Saint-Felicien,105,-32,-34,28,22,5850,22,91,570,0.8,900,140,3.5,0.3,0.27,0.35,True
Quebec,Saint-Georges-de-,35,-25,-27,26,21,5400,18,91,660,0.9,925,180,3.2,0.6,0.39,0.5,False
Quebec,Saint-Hubert,25,-24,-26,30,23,4490,23,91,820,0.9,1020,180,2.5,0.4,0.34,0.44,True
Quebec,Saint-Hubert-de-,310,-26,-28,26,21,5520,22,91,740,0.9,1025,180,4.4,0.6,0.31,0.4,False
Quebec,Saint-Hyacinthe,35,-24,-27,30,23,4500,21,91,840,1.0,1030,160,2.3,0.4,0.27,0.35,True
Quebec,Saint-Jean-sur-,35,-24,-26,29,23,4450,23,91,880,1.0,1010,180,2.2,0.4,0.32,0.41,False
Quebec,Saint-Jerome,95,-26,-28,29,23,4820,23,96,830,1.0,1025,160,2.7,0.4,0.29,0.37,True
Quebec,Saint-Jovite,230,-29,-31,28,22,5250,23,96,810,1.0,1025,160,2.8,0.4,0.26,0.33,True
Quebec,Saint-Lazare / Hudson,60,-24,-26,30,23,4520,23,96,750,0.9,950,180,2.3,0.4,0.33,0.42,True
Quebec,Saint-Nicolas,65,-25,-28,28,22,4990,20,102,890,1.0,1200,200,3.5,0.6,0.33,0.42,True
Quebec,Salaberry-de-,50,-23,-25,29,23,4400,23,96,760,0.9,900,180,2.3,0.4,0.33,0.42,False
Quebec,Schefferville,550,-37,-39,24,16,8550,13,64,410,0.8,800,180,4.5,0.3,0.33,0.42,True
Quebec,Senneterre,310,-34,-36,29,21,6180,22,91,740,0.9,925,100,3.3,0.3,0.25,0.32,True
Quebec,Shawinigan,60,-26,-29,29,23,5050,22,102,820,1.0,1050,180,3.1,0.4,0.27,0.35,True
Quebec,Shawville,170,-27,-30,30,23,4880,23,96,670,0.8,880,160,2.8,0.4,0.27,0.35,True
Quebec,Sherbrooke,185,-28,-30,29,23,4700,23,96,900,1.0,1100,160,2.2,0.6,0.25,0.32,True
Quebec,Sorel,10,-25,-27,29,23,4550,20,102,800,0.9,975,180,2.8,0.4,0.34,0.43,True
Quebec,Sutton,185,-25,-27,29,23,4600,23,96,990,1.1,1260,160,2.4,0.4,0.29,0.37,True
Quebec,Tadoussac,65,-26,-28,27,21,5450,18,96,700,0.9,1000,180,3.7,0.4,0.41,0.52,True
Quebec,Temiscaming,240,-30,-32,30,22,5020,23,96,730,0.9,940,100,2.5,0.4,0.25,0.32,True
Quebec,Terrebonne,20,-25,-27,29,23,4500,23,96,830,0.9,1025,160,2.6,0.4,0.31,0.4,True
Quebec,Thetford Mines,330,-26,-28,28,22,5120,22,107,950,1.1,1230,160,3.5,0.6,0.27,0.35,True
Quebec,Thurso,50,-26,-28,30,23,4820,23,91,800,0.9,950,160,2.4,0.4,0.31,0.4,True
Quebec,Trois-Rivieres,25,-25,-28,29,23,4900,20,107,860,1.0,1050,180,2.8,0.4,0.34,0.43,True
Quebec,Val-d'Or,310,-33,-36,29,21,6180,20,86,640,0.8,925,100,3.4,0.3,0.25,0.32,True
Quebec,Varennes,15,-24,-26,30,23,4500,23,96,810,0.9,1000,160,2.6,0.4,0.31,0.4,True
Quebec,Vercheres,15,-24,-26,30,23,4450,23,96,810,0.9,1000,160,2.7,0.4,0.34,0.43,True
Quebec,Victoriaville,125,-26,-28,29,23,4900,21,102,850,1.0,1100,180,2.6,0.6,0.27,0.35,True
Quebec,Ville-Marie,200,-31,-34,30,22,5550,23,96,630,0.8,825,120,2.3,0.4,0.31,0.4,True
Quebec,Wakefield,120,-27,-30,30,23,4820,23,91,780,0.9,1020,160,2.4,0.4,0.27,0.34,True
Quebec,Waterloo,205,-25,-27,29,23,4650,23,96,980,1.1,1250,160,2.5,0.4,0.27,0.35,True
Quebec,Windsor,150,-25,-27,29,23,4700,23,96,930,1.0,1075,160,2.3,0.4,0.25,0.32,True
New Brunswick,Alma,5,-21,-23,26,20,4500,18,144,1175,1.3,1450,260,2.6,0.6,0.37,0.48,True
New Brunswick,Bathurst,10,-23,-26,30,22,5020,20,106,775,0.9,1020,180,4.1,0.6,0.37,0.48,True
New Brunswick,Boiestown,65,-25,-28,29,21,4900,20,96,800,0.9,1075,180,3.6,0.6,0.3,0.39,True
New Brunswick,Campbellton,30,-26,-28,29,22,5500,20,107,725,0.9,1025,180,4.3,0.4,0.35,0.45,True
New Brunswick,Edmundston,160,-27,-29,28,22,5320,23,91,750,0.9,1000,160,3.4,0.6,0.3,0.38,True
New Brunswick,Fredericton,15,-24,-27,29,22,4670,22,112,900,1.0,1100,160,3.1,0.6,0.3,0.38,True
New Brunswick,Gagetown,20,-24,-26,29,22,4460,20,112,900,1.0,1125,180,2.8,0.6,0.31,0.4,True
New Brunswick,Grand Falls,115,-27,-30,28,22,5300,23,107,850,1.0,1100,160,3.6,0.6,0.3,0.38,True
New Brunswick,Miramichi,5,-24,-26,30,22,4950,20,96,825,1.0,1050,200,3.4,0.6,0.32,0.41,True
New Brunswick,Moncton,20,-23,-25,28,21,4680,20,112,850,1.0,1175,220,3.0,0.6,0.39,0.5,True
New Brunswick,Oromocto,20,-24,-26,29,22,4650,22,112,900,1.0,1110,160,3.0,0.6,0.3,0.39,True
New Brunswick,Sackville,15,-22,-24,27,21,4590,18,112,975,1.1,1175,220,2.5,0.6,0.38,0.49,True
New Brunswick,Saint Andrews,35,-22,-24,25,20,4680,19,123,1000,1.2,1200,220,2.8,0.6,0.35,0.45,True
New Brunswick,Saint John,5,-22,-24,25,20,4570,18,139,1100,1.3,1425,260,2.3,0.6,0.41,0.53,True
New Brunswick,Shippagan,5,-22,-24,28,21,4930,18,96,800,1.0,1050,260,3.4,0.6,0.49,0.63,True
New Brunswick,St. George,35,-21,-23,25,20,4680,18,123,1000,1.2,1200,220,2.8,0.6,0.35,0.45,True
New Brunswick,St. Stephen,20,-24,-26,28,22,4700,20,123,1000,1.2,1160,180,2.9,0.6,0.33,0.42,True
New Brunswick,Woodstock,60,-26,-29,30,22,4910,22,107,875,1.0,1100,160,3.1,0.6,0.29,0.37,True
Nova Scotia,Amherst,25,-21,-24,27,21,4500,18,118,950,1.1,1150,220,2.4,0.6,0.37,0.48,True
Nova Scotia,Antigonish,10,-17,-20,27,21,4510,15,123,1100,1.3,1250,240,2.3,0.6,0.42,0.54,True
Nova Scotia,Bridgewater,10,-15,-17,27,20,4140,16,144,1300,1.5,1475,260,1.9,0.6,0.43,0.55,True
Nova Scotia,Canso,5,-13,-15,25,20,4400,15,123,1325,1.5,1400,260,1.7,0.6,0.48,0.61,True
Nova Scotia,Debert,45,-21,-24,27,21,4500,18,118,1000,1.2,1200,240,2.1,0.6,0.37,0.48,True
Nova Scotia,Digby,35,-15,-17,25,20,4020,15,130,1100,1.3,1275,260,2.2,0.6,0.43,0.55,True
Nova Scotia,Greenwood (CFB),28,-18,-20,29,22,4140,16,118,925,1.1,1100,280,2.7,0.6,0.42,0.54,True
Nova Scotia,Dartmouth,10,-16,-18,26,20,4100,18,144,1250,1.4,1400,280,1.6,0.6,0.45,0.58,True
Nova Scotia,Halifax,55,-16,-18,26,20,4000,17,150,1350,1.5,1500,280,1.9,0.6,0.45,0.58,True
Nova Scotia,Kentville,25,-18,-20,28,21,4130,17,118,950,1.1,1200,260,2.6,0.6,0.42,0.54,True
Nova Scotia,Liverpool,20,-16,-18,27,20,3990,16,150,1325,1.5,1425,280,1.7,0.6,0.48,0.61,True
Nova Scotia,Lockeport,5,-14,-16,25,20,4000,18,139,1250,1.4,1450,280,1.4,0.6,0.47,0.6,True
Nova Scotia,Louisbourg,5,-15,-17,26,20,4530,15,118,1300,1.5,1500,300,2.1,0.7,0.51,0.65,True
Nova Scotia,Lunenburg,25,-15,-17,26,20,4140,16,144,1300,1.5,1450,260,1.9,0.6,0.48,0.61,True
Nova Scotia,New Glasgow,30,-19,-21,27,21,4320,15,135,975,1.1,1200,260,2.2,0.6,0.43,0.55,True
Nova Scotia,North Sydney,20,-16,-19,27,21,4500,15,123,1200,1.4,1475,300,2.4,0.6,0.46,0.59,True
Nova Scotia,Pictou,25,-19,-21,27,21,4310,15,107,950,1.1,1175,260,2.2,0.6,0.43,0.55,True
Nova Scotia,Port Hawkesbury,40,-17,-19,27,21,4500,15,128,1325,1.5,1450,260,2.1,0.6,0.48,0.61,True
Nova Scotia,Springhill,185,-20,-23,27,21,4540,18,118,1075,1.2,1175,220,3.1,0.6,0.37,0.48,True
Nova Scotia,Stewiacke,25,-20,-22,27,21,4400,18,128,1050,1.2,1250,240,1.8,0.6,0.39,0.5,True
Nova Scotia,Sydney,5,-16,-19,27,21,4530,15,123,1200,1.4,1475,300,2.3,0.6,0.46,0.59,True
Nova Scotia,Tatamagouche,25,-20,-23,27,21,4380,18,118,875,1.1,1150,260,2.2,0.6,0.43,0.55,True
Nova Scotia,Truro,25,-20,-22,27,21,4500,18,118,1000,1.2,1175,240,2.0,0.6,0.37,0.48,True
Nova Scotia,Wolfville,35,-19,-21,28,21,4140,17,118,975,1.1,1175,260,2.6,0.6,0.42,0.54,True
Nova Scotia,Yarmouth,10,-14,-16,22,19,3990,19,135,1125,1.3,1260,280,1.8,0.6,0.44,0.56,True
Prince Edward Island,Charlottetown,5,-20,-22,26,21,4460,16,107,900,1.1,1150,350,2.7,0.6,0.44,0.56,True
Prince Edward Island,Souris,5,-19,-21,27,21,4550,15,112,950,1.1,1130,350,2.7,0.6,0.45,0.58,True
Prince Edward Island,Summerside,10,-20,-22,27,21,4600,16,112,825,1.0,1060,350,3.1,0.6,0.47,0.6,True
Prince Edward Island,Tignish,10,-20,-22,27,21,4770,16,96,800,1.0,1100,350,3.2,0.6,0.51,0.66,True
Newfoundland and Labrador,Argentia,15,-12,-14,21,18,4600,15,107,1250,1.5,1400,400,2.4,0.7,0.59,0.75,True
Newfoundland and Labrador,Bonavista,15,-14,-16,24,19,5000,18,96,825,1.1,1010,400,3.1,0.6,0.66,0.84,True
Newfoundland and Labrador,Buchans,255,-24,-27,27,20,5250,13,107,850,1.0,1125,200,4.7,0.6,0.47,0.6,True
Newfoundland and Labrador,Cape Harrison,5,-29,-31,26,16,6900,10,106,475,0.9,950,350,6.3,0.4,0.47,0.6,True
Newfoundland and Labrador,Cape Race,5,-11,-13,19,18,4900,18,130,1425,1.7,1550,400,2.3,0.7,0.82,1.05,True
Newfoundland and Labrador,Channel-Port,5,-13,-15,19,18,5000,13,123,1175,1.4,1520,450,3.6,0.7,0.61,0.78,True
Newfoundland and Labrador,Corner Brook,35,-16,-18,26,20,4760,13,91,875,1.1,1190,300,3.7,0.6,0.43,0.55,True
Newfoundland and Labrador,Gander,125,-18,-20,27,20,5110,18,91,775,1.0,1180,280,3.7,0.6,0.47,0.6,True
Newfoundland and Labrador,Grand Bank,5,-14,-15,20,18,4550,15,123,1350,1.6,1525,400,2.4,0.7,0.58,0.74,True
Newfoundland and Labrador,Grand Falls,60,-26,-29,27,20,5020,15,86,775,1.0,1030,240,3.4,0.6,0.47,0.6,True
Newfoundland and Labrador,Happy Valley-Goose,15,-31,-32,27,19,6670,18,80,575,0.8,960,160,5.3,0.4,0.33,0.42,True
Newfoundland and Labrador,Labrador City,550,-36,-38,24,17,7710,15,70,500,0.8,880,140,4.8,0.3,0.31,0.4,True
Newfoundland and Labrador,St. Anthony,10,-25,-27,22,18,6440,13,86,800,1.1,1280,450,6.1,0.6,0.68,0.87,True
Newfoundland and Labrador,Stephenville,25,-16,-18,24,19,4850,14,102,1000,1.2,1275,350,4.1,0.6,0.45,0.58,True
Newfoundland and Labrador,St. John's,65,-15,-16,24,20,4800,18,118,1200,1.4,1575,400,2.9,0.7,0.61,0.78,True
Newfoundland and Labrador,Twin Falls,425,-35,-37,24,17,7790,15,70,500,0.9,950,120,4.8,0.4,0.31,0.4,True
Newfoundland and Labrador,Wabana,75,-15,-17,24,20,4750,18,112,1125,1.3,1500,400,3.0,0.7,0.59,0.75,True
Newfoundland and Labrador,Wabush,550,-36,-38,24,17,7710,15,70,500,0.8,880,140,4.8,0.3,0.31,0.4,True
Yukon,Aishihik,920,-44,-46,23,15,7500,8,43,190,0.6,275,40,1.9,0.1,0.27,0.38,True
Yukon,Dawson,330,-50,-51,26,16,8120,10,49,200,0.6,350,40,2.9,0.1,0.22,0.31,True
Yukon,Destruction Bay,815,-43,-45,23,14,7800,8,49,190,0.6,300,80,1.9,0.1,0.42,0.6,True
Yukon,Faro,670,-46,-47,25,16,7300,10,33,215,0.6,315,40,2.3,0.1,0.26,0.35,True
Yukon,Haines Junction,600,-45,-47,24,14,7100,8,51,145,0.6,315,180,2.2,0.1,0.24,0.34,True
Yukon,Snag,595,-51,-53,23,16,8300,8,59,290,0.6,350,40,2.2,0.1,0.22,0.31,True
Yukon,Teslin,690,-42,-44,24,15,6770,10,38,200,0.5,340,40,3.0,0.1,0.26,0.34,True
Yukon,Watson Lake,685,-46,-48,26,16,7470,10,54,250,0.6,410,60,3.2,0.1,0.26,0.35,True
Yukon,Whitehorse,655,-41,-43,25,15,6580,8,43,170,0.5,275,40,2.0,0.1,0.29,0.38,True
Northwest Territories,Aklavik,5,-42,-44,26,17,9600,6,49,115,0.7,250,60,2.8,0.1,0.31,0.4,True
Northwest Territories,Behchok / Rae-Edzo,160,-42,-44,25,17,8300,10,60,175,0.6,275,80,2.3,0.1,0.31,0.4,True
Northwest Territories,Echo Bay /,195,-42,-44,22,16,9300,8,60,160,0.7,250,80,3.0,0.1,0.41,0.53,True
Northwest Territories,Fort Good Hope,100,-43,-45,28,18,8700,9,60,140,0.6,280,80,2.9,0.1,0.34,0.44,True
Northwest Territories,Fort McPherson,25,-44,-46,26,17,9150,6,50,145,0.7,315,60,3.2,0.1,0.31,0.4,True
Northwest Territories,Fort Providence,150,-40,-43,28,18,7620,10,71,210,0.6,350,100,2.4,0.1,0.27,0.35,True
Northwest Territories,Fort Resolution,160,-40,-42,26,18,7750,10,60,175,0.6,300,140,2.3,0.1,0.3,0.39,True
Northwest Territories,Fort Simpson,120,-42,-44,28,19,7660,12,76,225,0.6,360,80,2.3,0.1,0.3,0.39,True
Northwest Territories,Fort Smith,205,-41,-43,28,19,7300,10,65,250,0.6,350,80,2.3,0.2,0.3,0.39,True
Northwest Territories,Hay River,45,-38,-41,27,18,7550,10,60,200,0.6,325,140,2.4,0.1,0.27,0.35,True
Northwest Territories,Inuvik,45,-43,-45,26,17,9600,6,49,115,0.7,425,60,3.1,0.1,0.31,0.4,True
Northwest Territories,Mould Bay,5,-44,-46,11,8,12900,3,33,25,0.9,100,140,1.5,0.1,0.45,0.58,True
Northwest Territories,Norman Wells,65,-43,-45,28,18,8510,9,60,165,0.6,320,80,3.0,0.1,0.34,0.44,True
Northwest Territories,Tungsten,1340,-49,-51,26,16,7700,10,44,315,0.8,640,40,4.3,0.1,0.34,0.44,True
Northwest Territories,Ulukhaktok / Holman,10,-39,-41,18,12,10700,3,44,80,0.9,250,120,2.1,0.1,0.67,0.86,True
Northwest Territories,Wrigley,80,-42,-44,28,18,8050,10,54,220,0.6,350,80,2.8,0.1,0.3,0.39,True
Northwest Territories,Yellowknife,160,-41,-44,25,17,8170,10,60,175,0.6,275,100,2.2,0.1,0.31,0.4,True
Nunavut,Alert,5,-43,-44,13,8,13030,3,22,20,1.0,150,100,2.6,0.1,0.59,0.75,True
Nunavut,Arctic Bay,15,-42,-44,14,10,11900,3,38,60,0.9,150,160,2.4,0.1,0.43,0.55,True
Nunavut,Arviat,5,-40,-41,22,16,9850,8,65,225,0.9,300,240,3.0,0.2,0.45,0.58,True
Nunavut,Baker Lake,5,-42,-44,23,15,10700,5,55,160,0.8,260,180,3.4,0.2,0.42,0.54,True
Nunavut,Eureka,5,-47,-48,12,8,13500,3,27,25,1.0,70,100,1.6,0.1,0.43,0.55,True
Nunavut,Igluligaarjuk /,10,-40,-41,20,14,10500,5,60,175,0.9,270,240,3.6,0.2,0.44,0.56,True
Nunavut,Iqaluit,45,-40,-41,17,12,9980,5,58,200,0.9,433,200,2.9,0.2,0.51,0.65,True
Nunavut,Iqaluktuuttiaq /,15,-41,-44,18,13,11670,4,38,70,0.9,140,100,1.9,0.1,0.39,0.5,True
Nunavut,Isachsen,10,-46,-48,12,9,13600,3,27,25,1.0,75,140,1.9,0.1,0.47,0.6,True
Nunavut,Kangiqiniq/RankinInlet,10,-41,-42,21,15,10500,5,65,180,0.9,250,240,3.0,0.2,0.47,0.6,True
Nunavut,Kanngiqtugaapik /,5,-40,-42,14,10,11300,5,44,55,0.9,225,220,4.2,0.2,0.43,0.55,True
Nunavut,Kugluktuk / Coppermine,10,-41,-43,23,16,10300,6,65,140,0.8,150,80,3.4,0.1,0.36,0.46,True
Nunavut,Nottingham Island,30,-37,-39,16,13,10000,5,54,175,0.9,325,200,4.7,0.2,0.61,0.78,True
Nunavut,Resolute,25,-42,-43,11,9,12360,3,27,50,0.9,140,180,2.0,0.1,0.46,0.59,True
Nunavut,Resolution Island,5,-32,-34,12,10,9000,5,71,240,0.9,550,200,5.5,0.2,0.96,1.23,True
Nunavut,Salliq / Coral Harbour,15,-41,-42,20,14,10720,5,65,150,0.9,280,200,3.8,0.2,0.45,0.58,True
